repo.url,repo.language
https://github.com/rabbitmq/rabbitmq-server,Starlark
https://github.com/NodeBB/NodeBB,JavaScript
https://github.com/ethereum/solidity,C++
https://github.com/gcc-mirror/gcc,
https://github.com/puma/puma,Ruby
https://github.com/jgm/pandoc,Haskell
https://github.com/koreader/koreader,Lua
https://github.com/pallets/flask,Python
https://github.com/istanbuljs/istanbuljs,JavaScript
https://github.com/testing-library/react-testing-library,JavaScript
https://github.com/openstack/nova,Python
https://github.com/phpstan/phpstan-src,PHP
https://github.com/brave/brave-browser,JavaScript
https://github.com/dotnet/winforms,C#
https://github.com/mavlink/qgroundcontrol,C++
https://github.com/starfive-tech/linux,C
https://github.com/preactjs/preact,JavaScript
https://github.com/cdnjs/cdnjs,
https://github.com/isaacs/rimraf,TypeScript
https://github.com/aws-amplify/amplify-js,TypeScript
https://github.com/louislam/uptime-kuma,JavaScript
https://github.com/cloudfoundry/bosh,Ruby
https://github.com/systemd/systemd-stable,C
https://github.com/nodejs/node-addon-api,C++
https://github.com/googleapis/google-cloud-python,Python
https://github.com/rvagg/bl,JavaScript
https://github.com/hashicorp/consul,Go
https://github.com/jashkenas/underscore,JavaScript
https://github.com/typelevel/cats,Scala
https://github.com/google/gson,Java
https://github.com/scala-native/scala-native,Scala
https://github.com/RIOT-OS/RIOT,C
https://github.com/solidusio/solidus,Ruby
https://github.com/commaai/openpilot,Python
https://github.com/electron-userland/electron-builder,TypeScript
https://github.com/sbt/sbt,Scala
https://github.com/PowerDNS/pdns,C++
https://github.com/nrfconnect/sdk-nrf,C
https://github.com/unocss/unocss,TypeScript
https://github.com/cypress-io/cypress,JavaScript
https://github.com/solana-labs/solana,Rust
https://github.com/dequelabs/axe-core,JavaScript
https://github.com/ferrocene/ferrocene,Rust
https://github.com/pydata/xarray,Python
https://github.com/iovisor/bcc,C
https://github.com/primefaces/primeng,CSS
https://github.com/twigphp/Twig,PHP
https://github.com/isaacs/node-tar,JavaScript
https://github.com/googleapis/google-api-ruby-client,Ruby
https://github.com/nextui-org/nextui,TypeScript
